ISSN,journal,DOI,year,citations,impact_factor_rank,category
0030-2228,OMEGA - Journal of Death and Dying,10.1177/0030222820983115,2022,1,513,"PSYCHOLOGY, MULTIDISCIPLINARY"
0265-4075,Journal of Social and Personal Relationships,10.1177/0265407520982671,2021,15,290,"PSYCHOLOGY, SOCIAL"
1029-8649,Musicae Scientiae,10.1177/1029864920972161,2022,9,309,"PSYCHOLOGY, EXPERIMENTAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280408,2020,0,736,"PSYCHOLOGY, CLINICAL"
2602-2982,Psikoloji Çalışmaları / Studies in Psychology,10.26650/jtl.2020.0006,2020,1,795,"PSYCHOLOGY, MULTIDISCIPLINARY"
0022-5002,Journal of the Experimental Analysis of Behavior,10.1002/jeab.664,2021,6,532,"PSYCHOLOGY, BIOLOGICAL"
0003-6870,Applied Ergonomics,10.1016/j.apergo.2020.103341,2021,10,155,"PSYCHOLOGY, APPLIED"
0747-5632,Computers in Human Behavior,10.1016/j.chb.2020.106673,2021,19,12,"PSYCHOLOGY, EXPERIMENTAL"
0885-2014,Cognitive Development,10.1016/j.cogdev.2020.100978,2021,24,449,"PSYCHOLOGY, DEVELOPMENTAL"
0028-3932,Neuropsychologia,10.1016/j.neuropsychologia.2020.107733,2021,6,410,"PSYCHOLOGY, EXPERIMENTAL"
1074-7427,Neurobiology of Learning and Memory,10.1016/j.nlm.2020.107367,2021,15,317,PSYCHOLOGY
1136-1034,Revista de Psicodidáctica,10.1016/j.psicod.2020.11.005,2021,1,83,"PSYCHOLOGY, EDUCATIONAL"
1369-8478,Transportation Research Part F: Traffic Psychology and Behaviour,10.1016/j.trf.2020.10.011,2021,31,107,"PSYCHOLOGY, APPLIED"
0042-6989,Vision Research,10.1016/j.visres.2020.12.002,2021,8,510,PSYCHOLOGY
0731-1745,Educational Measurement: Issues and Practice,10.1111/emip.12414,2021,5,213,"PSYCHOLOGY, EDUCATIONAL"
0021-8863,The Journal of Applied Behavioral Science,10.1177/0021886320985656,2021,0,297,"PSYCHOLOGY, APPLIED"
0305-7356,Psychology of Music,10.1177/0305735620976927,2022,3,480,"PSYCHOLOGY, APPLIED"
0305-7356,Psychology of Music,10.1177/0305735620978688,2022,9,480,"PSYCHOLOGY, APPLIED"
0886-2605,Journal of Interpersonal Violence,10.1177/0886260520983507,2022,2,227,"PSYCHOLOGY, APPLIED"
1073-1911,Assessment,10.1177/1073191120981769,2022,4,106,"PSYCHOLOGY, CLINICAL"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23442,2021,14,51,PSYCHOLOGY
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106799,2021,9,90,"PSYCHOLOGY, CLINICAL"
0140-1971,Journal of Adolescence,10.1016/j.adolescence.2020.12.002,2021,62,167,"PSYCHOLOGY, DEVELOPMENTAL"
0003-4487,"Annales Médico-psychologiques, revue psychiatrique",10.1016/j.amp.2020.11.012,2021,0,735,PSYCHOLOGY
0163-6383,Infant Behavior and Development,10.1016/j.infbeh.2020.101520,2021,5,426,"PSYCHOLOGY, DEVELOPMENTAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.11.014,2021,6,30,"PSYCHOLOGY, DEVELOPMENTAL"
0167-4870,Journal of Economic Psychology,10.1016/j.joep.2020.102350,2021,2,249,"PSYCHOLOGY, MULTIDISCIPLINARY"
0001-8791,Journal of Vocational Behavior,10.1016/j.jvb.2020.103528,2021,12,35,"PSYCHOLOGY, APPLIED"
0090-2616,Organizational Dynamics,10.1016/j.orgdyn.2020.100807,2021,4,158,"PSYCHOLOGY, APPLIED"
0191-8869,Personality and Individual Differences,10.1016/j.paid.2020.110601,2021,6,105,"PSYCHOLOGY, SOCIAL"
0160-8061,Journal of Organizational Behavior Management,10.1080/01608061.2020.1853000,2021,6,330,"PSYCHOLOGY, APPLIED"
0269-9931,Cognition and Emotion,10.1080/02699931.2020.1862064,2021,16,239,"PSYCHOLOGY, EXPERIMENTAL"
1079-5014,The Journals of Gerontology: Series B,10.1093/geronb/gbaa217,2021,8,46,PSYCHOLOGY
0048-5772,Psychophysiology,10.1111/psyp.13749,2021,8,180,PSYCHOLOGY
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.608677,2020,11,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1044-8004,Human Resource Development Quarterly,10.1002/hrdq.21418,2021,8,74,"PSYCHOLOGY, APPLIED"
0145-2134,Child Abuse &amp; Neglect,10.1016/j.chiabu.2020.104884,2021,22,110,"PSYCHOLOGY, SOCIAL"
0010-9452,Cortex,10.1016/j.cortex.2020.12.004,2021,4,125,"PSYCHOLOGY, EXPERIMENTAL"
0001-8791,Journal of Vocational Behavior,10.1016/j.jvb.2020.103527,2021,12,35,"PSYCHOLOGY, APPLIED"
1136-1034,Revista de Psicodidáctica,10.1016/j.psicod.2020.10.002,2021,11,83,"PSYCHOLOGY, EDUCATIONAL"
0093-934X,Brain and Language,10.1016/s0093-934x(20)30157-7,2021,0,333,"PSYCHOLOGY, EXPERIMENTAL"
0734-7332,Journal of Psychosocial Oncology,10.1080/07347332.2020.1848967,2021,10,519,"PSYCHOLOGY, SOCIAL"
0748-1187,Death Studies,10.1080/07481187.2020.1848944,2022,19,331,"PSYCHOLOGY, MULTIDISCIPLINARY"
1082-6084,Substance Use &amp; Misuse,10.1080/10826084.2020.1853777,2021,3,456,PSYCHOLOGY
1543-4303,Language Assessment Quarterly,10.1080/15434303.2020.1866575,2021,11,523,"PSYCHOLOGY, EDUCATIONAL"
2378-1815,Journal of the Association for Consumer Research,10.1086/713186,2021,0,402,"PSYCHOLOGY, APPLIED"
1069-0727,Journal of Career Assessment,10.1177/1069072720982339,2021,1,197,"PSYCHOLOGY, APPLIED"
0048-5705,Psihologija,10.2298/psi200731040r,2021,4,652,"PSYCHOLOGY, MULTIDISCIPLINARY"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23452,2021,9,51,PSYCHOLOGY
1697-2600,International Journal of Clinical and Health Psychology,10.1016/j.ijchp.2020.100218,2021,144,31,"PSYCHOLOGY, CLINICAL"
0022-4545,The Journal of Social Psychology,10.1080/00224545.2020.1854648,2021,2,450,"PSYCHOLOGY, SOCIAL"
1050-8422,Ethics &amp; Behavior,10.1080/10508422.2020.1845172,2021,0,371,"PSYCHOLOGY, MULTIDISCIPLINARY"
0149-2063,Journal of Management,10.1177/0149206320980518,2021,26,9,"PSYCHOLOGY, APPLIED"
0886-2605,Journal of Interpersonal Violence,10.1177/0886260520983301,2022,1,227,"PSYCHOLOGY, APPLIED"
0886-2605,Journal of Interpersonal Violence,10.1177/0886260520984404,2022,9,227,"PSYCHOLOGY, APPLIED"
1069-0727,Journal of Career Assessment,10.1177/1069072720980174,2021,17,197,"PSYCHOLOGY, APPLIED"
1069-0727,Journal of Career Assessment,10.1177/1069072720983209,2021,13,197,"PSYCHOLOGY, APPLIED"
1069-0727,Journal of Career Assessment,10.1177/1069072720983553,2021,3,197,"PSYCHOLOGY, APPLIED"
1550-0594,Clinical EEG and Neuroscience,10.1177/1550059420982706,2021,8,499,PSYCHOLOGY
1747-9541,International Journal of Sports Science &amp; Coaching,10.1177/1747954120981197,2021,4,516,"PSYCHOLOGY, APPLIED"
2041-6695,i-Perception,10.1177/2041669520978673,2020,5,283,"PSYCHOLOGY, EXPERIMENTAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280401,2020,1,736,"PSYCHOLOGY, CLINICAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280403,2020,2,736,"PSYCHOLOGY, CLINICAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280407,2020,6,736,"PSYCHOLOGY, CLINICAL"
2602-2982,Psikoloji Çalışmaları / Studies in Psychology,10.26650/sp2019-0074,2020,0,795,"PSYCHOLOGY, MULTIDISCIPLINARY"
0020-7594,International Journal of Psychology,10.1002/ijop.12739,2021,1,128,"PSYCHOLOGY, MULTIDISCIPLINARY"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106783,2021,53,90,"PSYCHOLOGY, CLINICAL"
0749-596X,Journal of Memory and Language,10.1016/j.jml.2020.104191,2021,13,173,PSYCHOLOGY
0023-9690,Learning and Motivation,10.1016/j.lmot.2020.101704,2021,2,477,"PSYCHOLOGY, BIOLOGICAL"
1385-4046,The Clinical Neuropsychologist,10.1080/13854046.2020.1844299,2021,8,165,PSYCHOLOGY
1934-9637,Journal of Spirituality in Mental Health,10.1080/19349637.2020.1858735,2022,1,650,"PSYCHOLOGY, APPLIED"
2378-1815,Journal of the Association for Consumer Research,10.1086/713188,2021,15,402,"PSYCHOLOGY, APPLIED"
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13374,2021,1,19,PSYCHOLOGY
1474-7049,Evolutionary Psychology,10.1177/1474704920980642,2020,10,605,"PSYCHOLOGY, EXPERIMENTAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280402,2020,1,736,"PSYCHOLOGY, CLINICAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280406,2020,3,736,"PSYCHOLOGY, CLINICAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280410,2020,1,736,"PSYCHOLOGY, CLINICAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280411,2020,0,736,"PSYCHOLOGY, CLINICAL"
2602-2982,Psikoloji Çalışmaları / Studies in Psychology,10.26650/sp2020-0022,2020,0,795,"PSYCHOLOGY, MULTIDISCIPLINARY"
0010-0277,Cognition,10.1016/j.cognition.2020.104535,2021,16,195,"PSYCHOLOGY, EXPERIMENTAL"
0890-8567,Journal of the American Academy of Child &amp; Adolescent Psychiatry,10.1016/j.jaac.2020.12.027,2021,141,10,"PSYCHOLOGY, DEVELOPMENTAL"
1079-5014,The Journals of Gerontology: Series B,10.1093/geronb/gbaa231,2021,9,46,PSYCHOLOGY
0009-3920,Child Development,10.1111/cdev.13489,2021,4,79,"PSYCHOLOGY, DEVELOPMENTAL"
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13365,2021,0,19,PSYCHOLOGY
1350-4126,Personal Relationships,10.1111/pere.12284,2020,0,447,"PSYCHOLOGY, SOCIAL"
0023-8309,Language and Speech,10.1177/0023830920971315,2021,3,595,"PSYCHOLOGY, EXPERIMENTAL"
1079-0632,Sexual Abuse,10.1177/1079063220981906,2022,5,337,"PSYCHOLOGY, CLINICAL"
2222-5196,Psychology and Law,10.17759/psylaw.2020100409,2020,2,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23454,2021,9,51,PSYCHOLOGY
0022-0175,The Journal of Creative Behavior,10.1002/jocb.415,2020,0,192,"PSYCHOLOGY, EDUCATIONAL"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106789,2021,11,90,"PSYCHOLOGY, CLINICAL"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106796,2021,5,90,"PSYCHOLOGY, CLINICAL"
0010-0277,Cognition,10.1016/j.cognition.2020.104554,2021,17,195,"PSYCHOLOGY, EXPERIMENTAL"
1053-8100,Consciousness and Cognition,10.1016/j.concog.2020.103071,2021,11,348,"PSYCHOLOGY, EXPERIMENTAL"
1053-8100,Consciousness and Cognition,10.1016/j.concog.2020.103073,2021,14,348,"PSYCHOLOGY, EXPERIMENTAL"
1878-9293,Developmental Cognitive Neuroscience,10.1016/j.dcn.2020.100909,2021,34,56,"PSYCHOLOGY, DEVELOPMENTAL"
0885-2006,Early Childhood Research Quarterly,10.1016/j.ecresq.2020.12.003,2021,15,132,"PSYCHOLOGY, DEVELOPMENTAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.10.015,2021,4,30,"PSYCHOLOGY, DEVELOPMENTAL"
0028-3932,Neuropsychologia,10.1016/j.neuropsychologia.2020.107731,2021,6,410,"PSYCHOLOGY, EXPERIMENTAL"
0191-8869,Personality and Individual Differences,10.1016/j.paid.2020.110598,2021,14,105,"PSYCHOLOGY, SOCIAL"
1469-0292,Psychology of Sport and Exercise,10.1016/j.psychsport.2020.101880,2021,6,151,PSYCHOLOGY
1529-7489,Analyses of Social Issues and Public Policy,10.1111/asap.12231,2020,0,451,"PSYCHOLOGY, SOCIAL"
1529-7489,Analyses of Social Issues and Public Policy,10.1111/asap.v20.1,2020,0,451,"PSYCHOLOGY, SOCIAL"
0009-3920,Child Development,10.1111/cdev.13484,2021,9,79,"PSYCHOLOGY, DEVELOPMENTAL"
0009-3920,Child Development,10.1111/cdev.13485,2021,22,79,"PSYCHOLOGY, DEVELOPMENTAL"
0022-4537,Journal of Social Issues,10.1111/josi.12402,2020,18,70,"PSYCHOLOGY, SOCIAL"
0031-5125,Perceptual and Motor Skills,10.1177/0031512520983701,2021,4,546,"PSYCHOLOGY, EXPERIMENTAL"
0145-4455,Behavior Modification,10.1177/0145445520982977,2022,12,413,"PSYCHOLOGY, CLINICAL"
2055-1029,Health Psychology Open,10.1177/2055102920985374,2020,4,475,"PSYCHOLOGY, CLINICAL"
2222-5196,Psychology and Law,10.17759/psylaw.2020100403,2020,2,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
2222-5196,Psychology and Law,10.17759/psylaw.2020100406,2020,1,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
2222-5196,Psychology and Law,10.17759/psylaw.2020100414,2020,0,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
0197-4556,The Arts in Psychotherapy,10.1016/j.aip.2020.101749,2021,12,507,"PSYCHOLOGY, CLINICAL"
0003-4487,"Annales Médico-psychologiques, revue psychiatrique",10.1016/j.amp.2020.11.014,2021,4,735,PSYCHOLOGY
0193-3973,Journal of Applied Developmental Psychology,10.1016/j.appdev.2020.101221,2021,12,313,"PSYCHOLOGY, DEVELOPMENTAL"
0010-0277,Cognition,10.1016/j.cognition.2020.104555,2021,10,195,"PSYCHOLOGY, EXPERIMENTAL"
0191-491X,Studies in Educational Evaluation,10.1016/j.stueduc.2020.100960,2021,1,224,"PSYCHOLOGY, EDUCATIONAL"
1529-7489,Analyses of Social Issues and Public Policy,10.1111/asap.12212,2020,1,451,"PSYCHOLOGY, SOCIAL"
0033-2941,Psychological Reports,10.1177/0033294120981925,2022,5,378,"PSYCHOLOGY, MULTIDISCIPLINARY"
2055-1029,Health Psychology Open,10.1177/2055102920975983,2020,2,475,"PSYCHOLOGY, CLINICAL"
2222-5196,Psychology and Law,10.17759/psylaw.2020100413,2020,8,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
0888-4080,Applied Cognitive Psychology,10.1002/acp.3781,2021,0,351,"PSYCHOLOGY, EXPERIMENTAL"
0090-2616,Organizational Dynamics,10.1016/j.orgdyn.2020.100819,2022,0,158,"PSYCHOLOGY, APPLIED"
8756-5641,Developmental Neuropsychology,10.1080/87565641.2020.1865357,2020,10,498,PSYCHOLOGY
0007-0998,British Journal of Educational Psychology,10.1111/bjep.12403,2021,6,145,"PSYCHOLOGY, EDUCATIONAL"
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13364,2021,11,19,PSYCHOLOGY
1350-4126,Personal Relationships,10.1111/pere.v27.4,2020,1,447,"PSYCHOLOGY, SOCIAL"
2222-5196,Psychology and Law,10.17759/psylaw.2020100408,2020,3,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
0003-4487,"Annales Médico-psychologiques, revue psychiatrique",10.1016/j.amp.2020.11.008,2021,0,735,PSYCHOLOGY
2222-5196,Psychology and Law,10.17759/psylaw.2020100412,2020,0,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23453,2021,11,51,PSYCHOLOGY
1522-7227,Infant and Child Development,10.1002/icd.2214,2021,3,202,"PSYCHOLOGY, DEVELOPMENTAL"
0145-2134,Child Abuse &amp; Neglect,10.1016/j.chiabu.2020.104892,2021,12,110,"PSYCHOLOGY, SOCIAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.09.014,2021,4,30,"PSYCHOLOGY, DEVELOPMENTAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.09.031,2021,13,30,"PSYCHOLOGY, DEVELOPMENTAL"
0959-4752,Learning and Instruction,10.1016/j.learninstruc.2020.101438,2021,43,49,"PSYCHOLOGY, EDUCATIONAL"
0022-4537,Journal of Social Issues,10.1111/josi.12409,2020,26,70,"PSYCHOLOGY, SOCIAL"
0031-5125,Perceptual and Motor Skills,10.1177/0031512520983078,2021,8,546,"PSYCHOLOGY, EXPERIMENTAL"
0306-624X,International Journal of Offender Therapy and Comparative Criminology,10.1177/0306624x20983741,2022,7,554,"PSYCHOLOGY, APPLIED"
2222-5196,Psychology and Law,10.17759/psylaw.2020100402,2020,3,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
2222-5196,Psychology and Law,10.17759/psylaw.2020100416,2020,0,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
0894-3796,Journal of Organizational Behavior,10.1002/job.2499,2021,29,22,"PSYCHOLOGY, APPLIED"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106797,2021,4,90,"PSYCHOLOGY, CLINICAL"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106808,2021,16,90,"PSYCHOLOGY, CLINICAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.09.013,2021,4,30,"PSYCHOLOGY, DEVELOPMENTAL"
0911-6044,Journal of Neurolinguistics,10.1016/j.jneuroling.2020.100977,2021,8,567,"PSYCHOLOGY, EXPERIMENTAL"
0911-6044,Journal of Neurolinguistics,10.1016/j.jneuroling.2020.100983,2021,1,567,"PSYCHOLOGY, EXPERIMENTAL"
0191-491X,Studies in Educational Evaluation,10.1016/j.stueduc.2020.100961,2021,2,224,"PSYCHOLOGY, EDUCATIONAL"
0191-491X,Studies in Educational Evaluation,10.1016/j.stueduc.2020.100963,2021,14,224,"PSYCHOLOGY, EDUCATIONAL"
1359-107X,British Journal of Health Psychology,10.1111/bjhp.12499,2021,20,104,"PSYCHOLOGY, CLINICAL"
1363-755X,Developmental Science,10.1111/desc.13078,2021,11,149,"PSYCHOLOGY, DEVELOPMENTAL"
0022-4537,Journal of Social Issues,10.1111/josi.12336,2020,0,70,"PSYCHOLOGY, SOCIAL"
2222-5196,Psychology and Law,10.17759/psylaw.2020100410,2020,1,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
0160-2896,Intelligence,10.1016/j.intell.2020.101513,2021,4,124,"PSYCHOLOGY, MULTIDISCIPLINARY"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.09.012,2021,6,30,"PSYCHOLOGY, DEVELOPMENTAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.09.044,2021,1,30,"PSYCHOLOGY, DEVELOPMENTAL"
1755-2966,Mental Health and Physical Activity,10.1016/j.mhpa.2020.100380,2021,25,291,"PSYCHOLOGY, CLINICAL"
0028-3932,Neuropsychologia,10.1016/j.neuropsychologia.2020.107736,2021,4,410,"PSYCHOLOGY, EXPERIMENTAL"
2327-9095,Applied Neuropsychology: Adult,10.1080/23279095.2020.1855588,2022,1,542,PSYCHOLOGY
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13371,2021,16,19,PSYCHOLOGY
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13375,2021,8,19,PSYCHOLOGY
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.v62.1,2021,2,19,PSYCHOLOGY
1751-9004,Social and Personality Psychology Compass,10.1111/spc3.12580,2021,0,48,"PSYCHOLOGY, SOCIAL"
2222-5196,Psychology and Law,10.17759/psylaw.2020100407,2020,5,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
1878-9293,Developmental Cognitive Neuroscience,10.1016/j.dcn.2020.100900,2021,12,56,"PSYCHOLOGY, DEVELOPMENTAL"
1878-9293,Developmental Cognitive Neuroscience,10.1016/j.dcn.2020.100905,2021,10,56,"PSYCHOLOGY, DEVELOPMENTAL"
1071-5819,International Journal of Human-Computer Studies,10.1016/j.ijhcs.2020.102580,2021,56,33,"PSYCHOLOGY, MULTIDISCIPLINARY"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.10.006,2021,2,30,"PSYCHOLOGY, DEVELOPMENTAL"
1136-1034,Revista de Psicodidáctica,10.1016/j.psicod.2020.10.001,2021,3,83,"PSYCHOLOGY, EDUCATIONAL"
2327-3798,"Language, Cognition and Neuroscience",10.1080/23273798.2020.1862257,2023,8,482,"PSYCHOLOGY, EXPERIMENTAL"
0033-2941,Psychological Reports,10.1177/0033294120981930,2022,2,378,"PSYCHOLOGY, MULTIDISCIPLINARY"
0033-2941,Psychological Reports,10.1177/0033294120984127,2022,31,378,"PSYCHOLOGY, MULTIDISCIPLINARY"
0142-7237,First Language,10.1177/0142723720980196,2021,4,563,"PSYCHOLOGY, DEVELOPMENTAL"
2222-5196,Psychology and Law,10.17759/psylaw.2020100401,2020,0,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
2222-5196,Psychology and Law,10.17759/psylaw.2020100405,2020,0,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
1476-9263,Psychotherapy and Politics International,10.1002/ppi.1565,2020,1,737,"PSYCHOLOGY, MULTIDISCIPLINARY"
0003-4487,"Annales Médico-psychologiques, revue psychiatrique",10.1016/j.amp.2020.12.007,2021,0,735,PSYCHOLOGY
0145-2134,Child Abuse &amp; Neglect,10.1016/j.chiabu.2020.104891,2021,8,110,"PSYCHOLOGY, SOCIAL"
1878-9293,Developmental Cognitive Neuroscience,10.1016/j.dcn.2020.100907,2021,33,56,"PSYCHOLOGY, DEVELOPMENTAL"
0885-2006,Early Childhood Research Quarterly,10.1016/j.ecresq.2020.11.009,2021,5,132,"PSYCHOLOGY, DEVELOPMENTAL"
0160-2896,Intelligence,10.1016/j.intell.2020.101511,2021,10,124,"PSYCHOLOGY, MULTIDISCIPLINARY"
0740-5472,Journal of Substance Abuse Treatment,10.1016/j.jsat.2020.108257,2021,2,92,"PSYCHOLOGY, CLINICAL"
0951-5089,Philosophical Psychology,10.1080/09515089.2020.1861234,2021,7,528,"PSYCHOLOGY, MULTIDISCIPLINARY"
0144-6665,British Journal of Social Psychology,10.1111/bjso.12432,2021,4,134,"PSYCHOLOGY, SOCIAL"
0031-5125,Perceptual and Motor Skills,10.1177/0031512520983680,2021,13,546,"PSYCHOLOGY, EXPERIMENTAL"
0033-2941,Psychological Reports,10.1177/0033294120982774,2024,0,378,"PSYCHOLOGY, MULTIDISCIPLINARY"
0146-6216,Applied Psychological Measurement,10.1177/0146621620977681,2021,19,622,"PSYCHOLOGY, MATHEMATICAL"
2041-6695,i-Perception,10.1177/2041669520981996,2020,2,283,"PSYCHOLOGY, EXPERIMENTAL"
2041-6695,i-Perception,10.1177/2041669520983830,2020,0,283,"PSYCHOLOGY, EXPERIMENTAL"
2222-5196,Psychology and Law,10.17759/psylaw.2020100404,2020,1,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
2222-5196,Psychology and Law,10.17759/psylaw.2020100411,2020,2,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
2222-5196,Psychology and Law,10.17759/psylaw.2020100415,2020,1,755,"PSYCHOLOGY, MULTIDISCIPLINARY"
0888-4080,Applied Cognitive Psychology,10.1002/acp.3782,2021,4,351,"PSYCHOLOGY, EXPERIMENTAL"
1476-9263,Psychotherapy and Politics International,10.1002/ppi.1566,2020,0,737,"PSYCHOLOGY, MULTIDISCIPLINARY"
1476-9263,Psychotherapy and Politics International,10.1002/ppi.1568,2020,2,737,"PSYCHOLOGY, MULTIDISCIPLINARY"
0140-1971,Journal of Adolescence,10.1016/j.adolescence.2020.12.005,2021,5,167,"PSYCHOLOGY, DEVELOPMENTAL"
0278-2626,Brain and Cognition,10.1016/j.bandc.2020.105673,2021,1,326,"PSYCHOLOGY, EXPERIMENTAL"
0890-8567,Journal of the American Academy of Child &amp; Adolescent Psychiatry,10.1016/j.jaac.2020.11.017,2021,31,10,"PSYCHOLOGY, DEVELOPMENTAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.09.016,2021,0,30,"PSYCHOLOGY, DEVELOPMENTAL"
0022-4537,Journal of Social Issues,10.1111/josi.v76.4,2020,0,70,"PSYCHOLOGY, SOCIAL"
0022-0175,The Journal of Creative Behavior,10.1002/jocb.v54.4,2020,0,192,"PSYCHOLOGY, EDUCATIONAL"
0197-4556,The Arts in Psychotherapy,10.1016/j.aip.2020.101750,2021,4,507,"PSYCHOLOGY, CLINICAL"
0197-4556,The Arts in Psychotherapy,10.1016/j.aip.2020.101751,2021,3,507,"PSYCHOLOGY, CLINICAL"
0010-0277,Cognition,10.1016/j.cognition.2020.104515,2021,7,195,"PSYCHOLOGY, EXPERIMENTAL"
1878-9293,Developmental Cognitive Neuroscience,10.1016/j.dcn.2020.100908,2021,10,56,"PSYCHOLOGY, DEVELOPMENTAL"
0167-9457,Human Movement Science,10.1016/j.humov.2020.102717,2021,5,488,PSYCHOLOGY
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.10.002,2021,5,30,"PSYCHOLOGY, DEVELOPMENTAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.10.013,2021,3,30,"PSYCHOLOGY, DEVELOPMENTAL"
1054-139X,Journal of Adolescent Health,10.1016/j.jadohealth.2020.10.017,2021,4,30,"PSYCHOLOGY, DEVELOPMENTAL"
0191-8869,Personality and Individual Differences,10.1016/j.paid.2020.110596,2021,23,105,"PSYCHOLOGY, SOCIAL"
0020-7578,The International Journal of Psychoanalysis,10.1080/00207578.2020.1758563,2020,0,386,"PSYCHOLOGY, PSYCHOANALYSIS"
0020-7578,The International Journal of Psychoanalysis,10.1080/00207578.2020.1815541,2020,3,386,"PSYCHOLOGY, PSYCHOANALYSIS"
1082-6084,Substance Use &amp; Misuse,10.1080/10826084.2020.1858105,2021,5,456,PSYCHOLOGY
1543-4303,Language Assessment Quarterly,10.1080/15434303.2020.1862122,2021,3,523,"PSYCHOLOGY, EDUCATIONAL"
1740-5629,European Journal of Developmental Psychology,10.1080/17405629.2020.1865144,2022,9,427,"PSYCHOLOGY, DEVELOPMENTAL"
1743-2979,"Body, Movement and Dance in Psychotherapy",10.1080/17432979.2020.1863261,2021,2,751,"PSYCHOLOGY, CLINICAL"
2159-676X,"Qualitative Research in Sport, Exercise and Health",10.1080/2159676x.2020.1820560,2021,17,15,"PSYCHOLOGY, APPLIED"
